Centre Code,Centre Name,DET Geographic Region,EQ Zone,Local Government Area,Centre Type,School Category,State Electorate,Collection Year,School Count
75,Mount Perry State School,Central Queensland,Rural,North Burnett (R),State School,Primary,Callide,2012,1
608,Mount Petrie State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mansfield,2012,1
377,Mount Samson State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Ferny Grove,2012,1
1531,Mount Surprise State School,Far North Queensland,Remote,Etheridge (S),State School,Primary,Mount Isa,2012,1
464,Mount Sylvia State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2012,1
1111,Mount Tarampa State School,Metropolitan,Rural,Somerset (R),State School,Primary,Nanango,2012,1
1037,Mount Tyson State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2012,1
1906,Mount Warren Park State School,South East,Metropolitan,Logan (C),State School,Primary,Albert,2012,1
495,Mount Whitestone State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2012,1
2190,Mountain Creek State High School,North Coast,Metropolitan,Sunshine Coast (R),State High School,Secondary,Buderim,2012,1
1999,Mountain Creek State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Buderim,2012,1
2136,Moura State High School,Central Queensland,Rural,Banana (S),State High School,Secondary,Callide,2012,1
932,Moura State School,Central Queensland,Rural,Banana (S),State School,Primary,Callide,2012,1
957,Mourilyan State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2012,1
159,Mudgeeraba Creek State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Mudgeeraba,2012,1
3049,Mudgeeraba Special School,South East,Metropolitan,Gold Coast (C),Special School,Special,Mudgeeraba,2012,1
663,Mudgeeraba State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Mudgeeraba,2012,1
1418,Mulgildie State School,Central Queensland,Rural,North Burnett (R),State School,Primary,Callide,2012,1
436,Mundingburra State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Mundingburra,2012,1
722,Mundoo State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2012,1
1420,Mundubbera State School,Central Queensland,Rural,North Burnett (R),State School,Combined,Callide,2012,1
507,Mungallala State School,Darling Downs South West,Remote,Maranoa (R),State School,Primary,Warrego,2012,1
217,Mungar State School,North Coast,Rural,Fraser Coast (R),State School,Primary,Maryborough,2012,1
1469,Murarrie State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2012,1
2052,Murgon State High School,Darling Downs South West,Rural,South Burnett (R),State High School,Secondary,Callide,2012,1
871,Murgon State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Callide,2012,1
76,Murphy's Creek State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2012,1
1030,Murray River Upper State School,Far North Queensland,Remote,Cassowary Coast (R),State School,Primary,Hinchinbrook,2012,1
1177,Murray's Bridge State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2012,1
7574,Murrumba State Secondary College,North Coast,Metropolitan,Moreton Bay (R),State High School,Secondary,Kallangur,2012,1
1678,Musgrave Hill State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Southport,2012,1
1317,Mutarnee State School,North Queensland,Rural,Townsville (C),State School,Primary,Hinchinbrook,2012,1
993,Mutchilba State School,Far North Queensland,Rural,Tablelands (R),State School,Primary,Dalrymple,2012,1
152,Mutdapilly State School,South East,Rural,Scenic Rim (R),State School,Primary,Lockyer,2012,1
304,Muttaburra State School,Central Queensland,Remote,Barcaldine (R),State School,Primary,Gregory,2012,1
1481,Nagoorin State School,Central Queensland,Rural,Gladstone (R),State School,Primary,Gladstone,2012,1
3039,Nambour Special School,North Coast,Metropolitan,Sunshine Coast (R),Special School,Special,Nicklin,2012,1
2031,Nambour State High School,North Coast,Metropolitan,Sunshine Coast (R),State High School,Secondary,Nicklin,2012,1
363,Nambour State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Nicklin,2012,1
2157,Nanango State High School,Darling Downs South West,Rural,South Burnett (R),State High School,Secondary,Nanango,2012,1
77,Nanango State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Nanango,2012,1
1200,Narangba State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Kallangur,2012,1
444,Narangba Valley State High School,North Coast,Metropolitan,Moreton Bay (R),State High School,Secondary,Morayfield,2012,1
1725,Narangba Valley State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Morayfield,2012,1
3140,Narbethong State Special School,Metropolitan,Metropolitan,Brisbane (C),Special School,Special,South Brisbane,2012,1
479,Nashville State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2012,1
184,Nebo State School,Central Queensland,Remote,Isaac (R),State School,Primary,Mirani,2012,1
2169,Nerang State High School,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Gaven,2012,1
218,Nerang State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Gaven,2012,1
943,New Farm State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Brisbane Central,2012,1
228,Newmarket State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2012,1
1227,Newtown State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba North,2012,1
1735,Nobby State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2012,1
2088,Noosa District State High School,North Coast,Rural,Sunshine Coast (R),State High School,Secondary,Nicklin,2012,1
175,Noosaville State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Noosa,2012,1
1741,Norfolk Village State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Albert,2012,1
926,Norman Park State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2012,1
360,Normanton State School,North Queensland,Remote,Carpentaria (S),State School,Combined,Mount Isa,2012,1
1863,Norris Road State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2012,1
469,North Arm State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Nicklin,2012,1
731,North Eton State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2012,1
2324,North Lakes State College,North Coast,Metropolitan,Moreton Bay (R),State School,Combined,Murrumba,2012,1
2041,North Rockhampton State High School,Central Queensland,Provincial City,Rockhampton (R),State High School,Secondary,Rockhampton,2012,1
211,Northern Beaches State High School,North Queensland,Metropolitan,Townsville (C),State High School,Secondary,Thuringowa,2012,1
1243,Northern Peninsula Area State College,Far North Queensland,Remote,Northern Peninsula Area (R),State School,Combined,Cook,2012,1
281,Northgate State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Nudgee,2012,1
1957,Northview State School,Central Queensland,Provincial City,Mackay (R),State School,Primary,Whitsunday,2012,1
445,Norville State School,North Coast,Provincial City,Bundaberg (R),State School,Primary,Bundaberg,2012,1
785,Numinbah Valley State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Mudgeeraba,2012,1
43,Nundah State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2012,1
3084,Nursery Road State Special School,Metropolitan,Metropolitan,Brisbane (C),Special School,Special,Greenslopes,2012,1
1589,Nyanda State High School,Metropolitan,Metropolitan,Brisbane (C),State High School,Secondary,Yeerongpilly,2012,1
1238,Oakenden State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2012,1
2099,Oakey State High School,Darling Downs South West,Rural,Toowoomba (R),State High School,Secondary,Condamine,2012,1
166,Oakey State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2012,1
331,Oakleigh State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2012,1
620,Oakwood State School,North Coast,Rural,Bundaberg (R),State School,Primary,Burnett,2012,1
1964,Old Yarranlea State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mansfield,2012,1
51,One Mile State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2012,1
556,Oonoonba State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Burdekin,2012,1
1271,Orion State School,Central Queensland,Remote,Central Highlands (R),State School,Primary,Gregory,2012,1
336,Ormeau State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Coomera,2012,1
6136,Ormeau Woods State High School,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Coomera,2012,1
23,Ormiston State School,South East,Metropolitan,Redland (C),State School,Primary,Cleveland,2012,1
74,Osborne State School,North Queensland,Rural,Burdekin (S),State School,Primary,Burdekin,2012,1
1970,Oxenford State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Albert,2012,1
79,Oxley State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mount Ommaney,2012,1
1991,Pacific Paradise State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Maroochydore,2012,1
1745,Pacific Pines State High School,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Gaven,2012,1
1744,Pacific Pines State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Gaven,2012,1
831,Pallara State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Algester,2012,1
240,Palm Beach State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Burleigh,2012,1
2129,Palm Beach-Currumbin State High School,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Currumbin,2012,1
592,Palmwoods State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Glass House,2012,1
983,Park Avenue State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2012,1
5700,Park Lake State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Gaven,2012,1
2187,Park Ridge State High School,South East,Metropolitan,Logan (C),State High School,Secondary,Logan,2012,1
515,Park Ridge State School,South East,Metropolitan,Logan (C),State School,Primary,Logan,2012,1
1467,Parke State School,North Coast,Rural,Fraser Coast (R),State School,Primary,Maryborough,2012,1
922,Parkhurst State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Keppel,2012,1
639,Parramatta State School,Far North Queensland,Metropolitan,Cairns (R),State School,Primary,Cairns,2012,1
1486,Patrick Estate State School,Metropolitan,Rural,Somerset (R),State School,Primary,Nanango,2012,1
1864,Patricks Road State School,Metropolitan,Metropolitan,Moreton Bay (R),State School,Primary,Ferny Grove,2012,1
286,Payne Road State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2012,1
672,Peachester State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Glass House,2012,1
86,Peak Crossing State School,South East,Rural,Scenic Rim (R),State School,Primary,Lockyer,2012,1
467,Pentland State School,North Queensland,Remote,Charters Towers (R),State School,Primary,Dalrymple,2012,1
1712,Peregian Springs State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Nicklin,2012,1
183,Petrie State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Kallangur,2012,1
80,Petrie Terrace State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2012,1
419,Pialba State School,North Coast,Provincial City,Fraser Coast (R),State School,Primary,Hervey Bay,2012,1
422,Pilton State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2012,1
2049,Pimlico State High School,North Queensland,Metropolitan,Townsville (C),State High School,Secondary,Townsville,2012,1
81,Pimpama State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Albert,2012,1
1408,Pindi Pindi State School,Central Queensland,Remote,Mackay (R),State School,Primary,Whitsunday,2012,1
3011,Pine Rivers Special School,North Coast,Metropolitan,Moreton Bay (R),Special School,Special,Kallangur,2012,1
2102,Pine Rivers State High School,North Coast,Metropolitan,Moreton Bay (R),State High School,Secondary,Pine Rivers,2012,1
1141,Pinnacle State School,Central Queensland,Remote,Mackay (R),State School,Primary,Mirani,2012,1
2168,Pioneer State High School,Central Queensland,Provincial City,Mackay (R),State High School,Secondary,Mackay,2012,1
2119,Pittsworth State High School,Darling Downs South West,Rural,Toowoomba (R),State High School,Secondary,Condamine,2012,1
373,Pittsworth State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2012,1
720,Pomona State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Gympie,2012,1
457,Pormpuraaw State School,Far North Queensland,Remote,Pormpuraaw (S),State School,Primary,Cook,2012,1
208,Port Curtis Road State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2012,1
1979,Port Douglas State School,Far North Queensland,Rural,Cairns (R),State School,Primary,Cook,2012,1
1704,Pozieres State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2012,1
488,Prairie State School,North Queensland,Remote,Flinders (S),State School,Primary,Mount Isa,2012,1
238,Prenzlau State School,Metropolitan,Rural,Somerset (R),State School,Primary,Ipswich West,2012,1
2090,Proserpine State High School,North Queensland,Rural,Whitsunday (R),State High School,Secondary,Whitsunday,2012,1
779,Proserpine State School,North Queensland,Rural,Whitsunday (R),State School,Primary,Whitsunday,2012,1
